Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A832577,Vader,4/18/2021 15:31,Apr-21,4/15/2016,Rto-Adopt,,Dog,Neutered Male,5 years,Siberian Husky Mix,White/Tan
A832082,*Astrid,4/18/2021 15:47,Apr-21,4/7/2020,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever,Black
A831332,*Reepicheep,4/18/2021 16:09,Apr-21,1/4/2021,Adoption,,Dog,Neutered Male,3 months,Australian Cattle Dog/Labrador Retriever,White/Red Tick
A830152,*Maisy,4/18/2021 16:45,Apr-21,3/3/2017,Adoption,,Dog,Spayed Female,4 years,American Pit Bull Terrier,Blue/White
A624094,Bootz,4/19/2021 0:00,Apr-21,10/10/2010,Euthanasia,Suffering,Dog,Intact Female,10 years,Pit Bull Mix,Brown Brindle/White
A832476,,4/19/2021 10:05,Apr-21,2/14/2021,Adoption,,Dog,Neutered Male,2 months,Anatol Shepherd/German Shepherd,Tan/Red
A832475,,4/19/2021 11:48,Apr-21,4/14/2019,Transfer,Partner,Dog,Intact Female,2 years,Jack Russell Terrier Mix,White/Brown
A831659,*Amos,4/19/2021 12:12,Apr-21,3/31/2019,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White
A825799,*Shilo,4/19/2021 12:13,Apr-21,11/12/2018,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Black/White
A693187,Popeye,4/19/2021 12:25,Apr-21,12/3/2010,Return to Owner,,Dog,Neutered Male,10 years,Yorkshire Terrier,Tan/Silver
A832714,Wrangler,4/19/2021 12:27,Apr-21,6/19/2020,Return to Owner,,Dog,Intact Male,9 months,German Shepherd/Belgian Malinois,Brown
A832658,Dulce,4/19/2021 12:44,Apr-21,4/19/2005,Return to Owner,,Dog,Intact Male,16 years,Chow Chow Mix,Brown/White
A832446,Billy,4/19/2021 13:19,Apr-21,4/13/2017,Transfer,Partner,Dog,Intact Male,4 years,Maltese Mix,White
A832447,,4/19/2021 13:20,Apr-21,4/13/2017,Transfer,Partner,Dog,Intact Male,4 years,Maltese Mix,Cream
A690359,*Porridge,4/19/2021 15:46,Apr-21,6/19/2014,Adoption,,Dog,Neutered Male,6 years,Labrador Retriever Mix,Tan/White
A832521,Adriel,4/19/2021 15:54,Apr-21,1/30/2021,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black
A832663,Cocoa,4/19/2021 16:14,Apr-21,4/17/2017,Return to Owner,,Dog,Neutered Male,4 years,Cavalier Span/English Springer Spaniel,White/Brown
A832411,Toby,4/19/2021 16:36,Apr-21,11/13/2020,Adoption,,Dog,Neutered Male,5 months,Labrador Retriever,Tan
A832695,Indie,4/19/2021 16:50,Apr-21,4/18/2015,Return to Owner,,Dog,Intact Female,6 years,Jack Russell Terrier,White/Brown
A832519,Keili,4/19/2021 16:51,Apr-21,4/14/2019,Adoption,,Dog,Spayed Female,2 years,Australian Kelpie Mix,Tan/Black
A832430,Slinky,4/19/2021 16:54,Apr-21,4/13/2019,Adoption,,Dog,Neutered Male,2 years,Dalmatian/Labrador Retriever,White/Black
A832701,Little Girl,4/19/2021 17:01,Apr-21,4/18/2016,Return to Owner,,Dog,Spayed Female,5 years,Chihuahua Shorthair,Black
A761382,Cash,4/19/2021 17:08,Apr-21,3/3/2017,Return to Owner,,Dog,Neutered Male,4 years,Chinese Sharpei Mix,Red
A832219,,4/19/2021 17:09,Apr-21,4/15/2020,Adoption,,Dog,Spayed Female,1 year,Rat Terrier Mix,Black/Tricolor
A832154,Joeski,4/19/2021 17:25,Apr-21,10/9/2020,Return to Owner,,Dog,Neutered Male,6 months,Pit Bull,Fawn/White
A832477,Cleo,4/19/2021 17:52,Apr-21,2/14/2021,Adoption,,Dog,Spayed Female,2 months,Anatol Shepherd/German Shepherd,Tan/Red
A832603,,4/19/2021 17:56,Apr-21,2/1/2021,Adoption,,Dog,Spayed Female,2 months,German Shepherd Mix,Brown/White
A831812,*Zara,4/20/2021 9:03,Apr-21,4/6/2013,Rto-Adopt,,Dog,Intact Female,8 years,Akita,White/Black
A831635,Joker,4/20/2021 11:05,Apr-21,3/30/2011,Adoption,Foster,Dog,Neutered Male,10 years,Australian Cattle Dog Mix,Blue Tick
A784896,*Benedict,4/20/2021 11:14,Apr-21,11/21/2016,Euthanasia,Aggressive,Dog,Neutered Male,4 years,Rottweiler Mix,Black/Brown
A832786,Ice,4/20/2021 11:43,Apr-21,4/20/2019,Return to Owner,,Dog,Intact Male,2 years,Alaskan Husky/Labrador Retriever,White/Tan
A770094,Coco,4/20/2021 11:45,Apr-21,4/15/2012,Return to Owner,,Dog,Spayed Female,9 years,Labrador Retriever Mix,Black/Brown Brindle
A832785,Blade,4/20/2021 11:45,Apr-21,4/20/2018,Return to Owner,,Dog,Intact Male,3 years,Labrador Retriever/German Shepherd,Black/White
A817074,*Tahini,4/20/2021 11:45,Apr-21,5/7/2018,Transfer,Partner,Dog,Spayed Female,2 years,Pit Bull Mix,White/Brown
A831940,*Swiss Miss,4/20/2021 11:46,Apr-21,4/5/2018,Transfer,Partner,Dog,Spayed Female,3 years,Labrador Retriever Mix,Chocolate/White
A829238,Lilly,4/20/2021 11:46,Apr-21,2/5/2019,Transfer,Partner,Dog,Spayed Female,2 years,Pit Bull Mix,Black/White
A831255,Olivia,4/20/2021 11:47,Apr-21,3/24/2019,Transfer,Partner,Dog,Spayed Female,2 years,German Shepherd Mix,White
A831407,*Dandelion,4/20/2021 13:12,Apr-21,3/26/2019,Adoption,,Dog,Spayed Female,2 years,Queensland Heeler,Brown/White
A795412,Cosmo,4/20/2021 13:59,Apr-21,1/20/2019,Adoption,,Dog,Neutered Male,2 years,Pointer/Rat Terrier,White/Brown Brindle
A828059,*Bernadette,4/20/2021 14:37,Apr-21,1/7/2016,Adoption,Foster,Dog,Spayed Female,5 years,German Shepherd Mix,Sable
A828613,Chloe,4/20/2021 16:23,Apr-21,1/21/2019,Adoption,,Dog,Spayed Female,2 years,Pit Bull,Fawn/White
A832614,,4/20/2021 16:29,Apr-21,2/16/2021,Adoption,,Dog,Spayed Female,2 months,Great Pyrenees Mix,White/Tan
A828829,Bella,4/20/2021 16:39,Apr-21,1/26/2019,Adoption,,Dog,Spayed Female,2 years,Staffordshire,Blue/White
A634190,Cookie,4/20/2021 16:46,Apr-21,4/20/2007,Return to Owner,,Dog,Intact Male,14 years,Dachshund/Chihuahua Shorthair,Red/White
A832599,,4/20/2021 16:58,Apr-21,2/1/2021,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Fawn/White
A832704,Max,4/20/2021 17:10,Apr-21,4/20/2018,Return to Owner,,Dog,Intact Male,3 years,Miniature Poodle,White
A832702,Glenda,4/20/2021 17:10,Apr-21,4/20/2018,Return to Owner,,Dog,Intact Female,3 years,Rottweiler,Black/Tan
A832520,Betty,4/21/2021 13:10,Apr-21,1/30/2021,Adoption,,Dog,Spayed Female,2 months,German Shepherd/Labrador Retriever,Tan
A831620,*Carlisle,4/21/2021 13:11,Apr-21,3/30/2019,Adoption,Foster,Dog,Neutered Male,2 years,Chihuahua Shorthair,Black/Tan
A832653,,4/21/2021 16:04,Apr-21,4/17/2019,Transfer,Partner,Dog,Spayed Female,2 years,Dachshund Mix,Black/Brown
A832647,Pepper,4/21/2021 16:10,Apr-21,4/17/2020,Adoption,,Dog,Neutered Male,1 year,Shih Tzu Mix,White/Black
A832412,*Indy,4/21/2021 16:16,Apr-21,11/13/2020,Adoption,,Dog,Neutered Male,5 months,Labrador Retriever,Tan
A832646,,4/21/2021 16:40,Apr-21,4/17/2019,Adoption,,Dog,Spayed Female,2 years,Maltese Mix,Brown
A832393,Louie,4/21/2021 17:10,Apr-21,11/12/2019,Adoption,,Dog,Neutered Male,1 year,Border Collie/Catahoula,Tricolor
A832405,Oreo,4/21/2021 17:51,Apr-21,11/13/2020,Adoption,,Dog,Spayed Female,5 months,Bluetick Hound Mix,Tricolor
A755464,Penelope,4/22/2021 11:35,Apr-21,8/3/2015,Rto-Adopt,,Dog,Spayed Female,5 years,Pit Bull Mix,Black/White
A832554,Luna,4/22/2021 12:13,Apr-21,11/15/2019,Adoption,,Dog,Spayed Female,1 year,West Highland Mix,White
A832602,,4/22/2021 12:20,Apr-21,2/1/2021,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Brown/Black
A832617,,4/22/2021 12:28,Apr-21,4/16/2019,Died,In Kennel,Dog,Intact Female,2 years,German Shepherd,White/White
A800632,Baby Popeye,4/22/2021 12:44,Apr-21,7/24/2017,Return to Owner,,Dog,Neutered Male,3 years,Chihuahua Shorthair,Tan/White
A830502,Bella,4/22/2021 13:57,Apr-21,12/29/2020,Adoption,,Dog,Spayed Female,3 months,Boxer Mix,Tricolor
A832963,Buddy,4/22/2021 14:50,Apr-21,4/22/2019,Return to Owner,,Dog,Intact Male,2 years,Beagle Mix,Black/Tricolor
A832957,Sammy,4/22/2021 14:51,Apr-21,1/22/2020,Return to Owner,,Dog,Intact Male,1 year,Black Mouth Cur Mix,Brown/Black
A832962,Toby,4/22/2021 14:52,Apr-21,1/22/2020,Return to Owner,,Dog,Intact Male,1 year,Labrador Retriever Mix,Black/White
A832878,Mozzie,4/22/2021 15:02,Apr-21,3/21/2021,Died,In Kennel,Dog,Intact Male,4 weeks,German Shepherd,Black/Brown
A832767,Videl,4/22/2021 15:09,Apr-21,4/19/2014,Rto-Adopt,,Dog,Spayed Female,7 years,Chihuahua Shorthair Mix,White/Black
A833012,Hunter,4/22/2021 15:44,Apr-21,4/22/2020,Return to Owner,,Dog,Intact Male,1 year,Labrador Retriever,Black
A832619,*Turnip,4/22/2021 16:56,Apr-21,2/16/2021,Adoption,,Dog,Spayed Female,2 months,Whippet Mix,Brown Brindle
A830964,Oso,4/22/2021 17:28,Apr-21,3/19/2019,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan
A774758,Merlin,4/23/2021 7:32,Apr-21,6/19/2011,Adoption,Foster,Dog,Neutered Male,9 years,Pit Bull Mix,Brown/White
A794372,Blue,4/23/2021 11:38,Apr-21,5/7/2011,Transfer,Partner,Dog,Intact Male,9 years,Pit Bull Mix,Brown Brindle/White
A830971,Curly,4/23/2021 11:50,Apr-21,3/19/2007,Adoption,Foster,Dog,Neutered Male,14 years,Chihuahua Longhair,Buff/White
A832067,*Conner,4/23/2021 11:55,Apr-21,2/7/2021,Adoption,,Dog,Neutered Male,2 months,Bull Terrier/Pit Bull,Brown/White
A722781,Brooklyn,4/23/2021 12:16,Apr-21,1/22/2016,Rto-Adopt,,Dog,Spayed Female,5 years,Pit Bull Mix,White/Brown
A831187,Charlie,4/23/2021 12:39,Apr-21,3/23/2017,Transfer,Partner,Dog,Neutered Male,4 years,German Shepherd,Black/White
A829954,*Waffles,4/23/2021 12:50,Apr-21,2/27/2019,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Chocolate/White
A824084,*Kingston,4/23/2021 13:52,Apr-21,5/14/2014,Adoption,,Dog,Neutered Male,6 years,Pit Bull,Blue/White
A832370,*Paisley,4/23/2021 15:23,Apr-21,5/12/2020,Adoption,,Dog,Spayed Female,11 months,Labrador Retriever Mix,Black/White
A832844,Lala,4/23/2021 15:46,Apr-21,8/20/2020,Adoption,,Dog,Spayed Female,8 months,Clumber Spaniel Mix,Black
A832488,,4/23/2021 16:28,Apr-21,1/30/2021,Adoption,,Dog,Spayed Female,2 months,Jack Russell Terrier Mix,Tan/White
A831143,Kilo,4/23/2021 16:46,Apr-21,4/21/2015,Rto-Adopt,,Dog,Spayed Female,6 years,Boxer/Pit Bull,White/White
A729576,Chapulin,4/23/2021 17:02,Apr-21,6/20/2012,Return to Owner,,Dog,Neutered Male,8 years,Rat Terrier Mix,Tricolor
A833052,Tigre,4/23/2021 17:03,Apr-21,7/23/2020,Return to Owner,,Dog,Intact Male,9 months,Rat Terrier Mix,Brown Brindle
A832904,,4/23/2021 17:36,Apr-21,2/6/2021,Adoption,,Dog,Spayed Female,2 months,Anatol Shepherd Mix,Cream
A832916,Graceland,4/23/2021 18:02,Apr-21,2/21/2021,Adoption,,Dog,Spayed Female,1 month,Doberman Pinsch/Labrador Retriever,Brown/White
A832861,,4/24/2021 10:54,Apr-21,2/8/2021,Transfer,Partner,Dog,Intact Male,2 months,German Shepherd/Siberian Husky,Black/Tan
A832860,,4/24/2021 11:16,Apr-21,2/8/2021,Transfer,Partner,Dog,Intact Female,2 months,German Shepherd/Siberian Husky,Black/White
A832859,,4/24/2021 11:16,Apr-21,2/8/2021,Transfer,Partner,Dog,Intact Female,2 months,German Shepherd/Siberian Husky,Black/White
A832858,,4/24/2021 11:17,Apr-21,2/8/2021,Transfer,Partner,Dog,Intact Female,2 months,German Shepherd/Siberian Husky,Sable
A832914,Carlota,4/24/2021 11:41,Apr-21,2/21/2021,Adoption,,Dog,Spayed Female,2 months,Doberman Pinsch/Labrador Retriever,Tricolor
A833016,Oso,4/24/2021 13:33,Apr-21,4/22/2019,Return to Owner,,Dog,Intact Male,2 years,Pomeranian,Red/Tan
A833055,Snickers,4/24/2021 15:55,Apr-21,4/23/2019,Return to Owner,,Dog,Neutered Male,2 years,Jack Russell Terrier/Papillon,White/Red
A831422,*Sisko,4/24/2021 16:07,Apr-21,9/26/2020,Adoption,,Dog,Neutered Male,6 months,Labrador Retriever Mix,Black
A827447,Pebbles,4/25/2021 11:57,Apr-21,2/22/2020,Adoption,,Dog,Spayed Female,1 year,Beagle/Catahoula,Tan/White
A818003,Rex,4/25/2021 12:17,Apr-21,5/30/2019,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/Brown
A832623,Layla,4/25/2021 16:09,Apr-21,7/16/2018,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black/White
A831111,*Sully,4/25/2021 17:38,Apr-21,3/22/2017,Adoption,,Dog,Neutered Male,4 years,Pit Bull,Blue/White
A831864,Nemo,4/25/2021 17:55,Apr-21,4/3/2019,Adoption,,Dog,Neutered Male,2 years,American Pit Bull Terrier,Brown/White
A832740,,4/26/2021 0:00,Apr-21,4/19/2019,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair,Yellow
A833005,,4/26/2021 8:58,Apr-21,4/22/2019,Euthanasia,Medical,Dog,Intact Male,2 years,Shih Tzu,White
A832633,Ellie,4/26/2021 11:45,Apr-21,4/16/2019,Adoption,,Dog,Spayed Female,2 years,German Shepherd,Black/Brown
A833066,,4/26/2021 12:05,Apr-21,2/23/2021,Transfer,Partner,Dog,Intact Female,2 months,Labrador Retriever,Brown/White
A833196,Athena,4/26/2021 12:07,Apr-21,2/11/2021,Transfer,Partner,Dog,Intact Female,2 months,Pit Bull/Labrador Retriever,Black
A832376,Scout,4/26/2021 12:16,Apr-21,5/12/2020,Adoption,,Dog,Neutered Male,11 months,Anatol Shepherd/Labrador Retriever,Brown/White
A833044,Bubba,4/26/2021 12:20,Apr-21,1/7/2020,Return to Owner,,Dog,Intact Male,1 year,Pit Bull,Brown/White
A832600,,4/26/2021 12:34,Apr-21,2/1/2021,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Fawn/Black
A832994,,4/26/2021 12:40,Apr-21,3/22/2020,Transfer,Partner,Dog,Intact Male,1 year,Cairn Terrier Mix,Gray/White
A833167,Daddy,4/26/2021 14:31,Apr-21,4/26/2008,Return to Owner,,Dog,Neutered Male,13 years,Bull Terrier,Brown/White
A781781,*Kawhi,4/26/2021 15:31,Apr-21,7/5/2018,Adoption,,Dog,Neutered Male,2 years,German Shepherd/Labrador Retriever,Black/White
A833024,Molly,4/26/2021 16:27,Apr-21,4/22/2018,Adoption,,Dog,Spayed Female,3 years,Beagle Mix,White/Black
A832436,Floki,4/26/2021 17:01,Apr-21,9/15/2020,Return to Owner,,Dog,Neutered Male,7 months,Catahoula Mix,Blue Merle/White
A832734,Stacy,4/26/2021 17:01,Apr-21,8/19/2020,Adoption,,Dog,Spayed Female,8 months,American Bulldog,White/Brown Brindle
A832756,*Cadence,4/26/2021 17:15,Apr-21,12/19/2020,Adoption,,Dog,Spayed Female,4 months,Labrador Retriever Mix,Brown Brindle/White
A832772,Baybi,4/26/2021 17:17,Apr-21,4/19/2017,Return to Owner,,Dog,Intact Female,4 years,Miniature Pinscher Mix,Black/Brown
A832973,Prismo,4/26/2021 17:38,Apr-21,2/22/2021,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever,White
A832823,,4/26/2021 17:42,Apr-21,4/20/2019,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair,Black
A832895,,4/26/2021 18:16,Apr-21,1/22/2021,Adoption,,Dog,Neutered Male,3 months,Whippet Mix,Tan/White
A833060,,4/27/2021 11:09,Apr-21,4/23/2011,Transfer,Partner,Dog,Intact Female,10 years,Shih Tzu,White/Brown
A832854,,4/27/2021 11:09,Apr-21,4/20/2010,Transfer,Partner,Dog,Intact Female,11 years,Maltese,White
A833059,,4/27/2021 11:10,Apr-21,4/23/2011,Transfer,Partner,Dog,Intact Female,10 years,Shih Tzu,White/Black
A832910,Lucky,4/27/2021 11:21,Apr-21,10/22/2010,Transfer,Partner,Dog,Neutered Male,10 years,Chihuahua Shorthair,White/Tan
A832563,*Andy,4/27/2021 12:53,Apr-21,4/15/2020,Adoption,,Dog,Neutered Male,1 year,Border Collie,Chocolate/White
A833280,Blue,4/27/2021 13:59,Apr-21,11/27/2019,Return to Owner,,Dog,Neutered Male,1 year,Labrador Retriever,Red
A833070,,4/27/2021 14:11,Apr-21,4/23/2014,Adoption,,Dog,Spayed Female,7 years,Yorkshire Terrier Mix,Brown/Black
A805072,Sugar,4/27/2021 16:02,Apr-21,12/23/2018,Adoption,,Dog,Spayed Female,2 years,Pit Bull,Fawn/White
A832857,Pachula,4/27/2021 16:05,Apr-21,4/20/2019,Transfer,Partner,Dog,Spayed Female,2 years,Belgian Malinois,Sable
A828399,Rayo,4/27/2021 16:32,Apr-21,2/17/2020,Rto-Adopt,,Dog,Neutered Male,1 year,German Shepherd Mix,Tan/Black
A833152,Bunny,4/27/2021 16:46,Apr-21,4/16/2021,Return to Owner,,Dog,Intact Female,1 weeks,Belgian Malinois/German Shepherd,Brown
A833053,,4/27/2021 18:12,Apr-21,12/23/2020,Adoption,,Dog,Spayed Female,4 months,German Shepherd Mix,Sable/Brown
A833069,,4/27/2021 18:13,Apr-21,4/23/2019,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan
A833336,Diablo,4/28/2021 0:00,Apr-21,4/28/2020,Return to Owner,,Dog,Intact Male,1 year,German Shepherd,Black/Tan
A833185,Lucy,4/28/2021 11:55,Apr-21,10/26/2019,Return to Owner,,Dog,Intact Female,1 year,Pit Bull Mix,White/Gray
A830502,Bella,4/28/2021 12:00,Apr-21,12/29/2020,Adoption,,Dog,Spayed Female,3 months,Boxer Mix,Tricolor
A830243,Muscles,4/28/2021 12:38,Apr-21,3/5/2006,Adoption,Foster,Dog,Intact Male,15 years,Rat Terrier,White/Black
A832903,*Moose Tracks,4/28/2021 14:12,Apr-21,2/6/2021,Adoption,,Dog,Neutered Male,2 months,Anatol Shepherd Mix,Tan
A832900,*Cookie Dough,4/28/2021 14:12,Apr-21,2/6/2021,Adoption,,Dog,Spayed Female,2 months,Anatol Shepherd Mix,Tricolor
A832409,Sarro,4/28/2021 15:18,Apr-21,10/26/2019,Return to Owner,,Dog,Intact Male,1 year,Black/Tan Hound,Black/Brown
A832972,*Fritz,4/28/2021 15:26,Apr-21,1/19/2021,Adoption,,Dog,Neutered Male,3 months,German Shepherd Mix,Brown/Black
A832864,*Boone,4/28/2021 16:55,Apr-21,12/20/2020,Adoption,,Dog,Neutered Male,4 months,Redbone Hound Mix,Red/Black
A833127,,4/28/2021 16:58,Apr-21,2/9/2021,Adoption,,Dog,Spayed Female,2 months,Australian Shepherd Mix,Chocolate/White
A833129,,4/28/2021 18:29,Apr-21,2/9/2021,Adoption,,Dog,Neutered Male,2 months,Australian Shepherd Mix,Chocolate
A832897,*Blue Moon,4/29/2021 9:26,Apr-21,2/6/2021,Adoption,Offsite,Dog,Neutered Male,2 months,Anatol Shepherd Mix,Tricolor/Brown
A830924,Linus,4/29/2021 9:45,Apr-21,3/3/2021,Adoption,Offsite,Dog,Neutered Male,1 month,Australian Shepherd Mix,White/Black
A822298,*Boston,4/29/2021 9:45,Apr-21,8/30/2018,Adoption,Foster,Dog,Neutered Male,2 years,Pit Bull,Blue
A832755,*Aria,4/29/2021 10:01,Apr-21,12/29/2020,Adoption,Offsite,Dog,Spayed Female,3 months,Labrador Retriever Mix,Brown Brindle/White
A832757,*Melody,4/29/2021 10:06,Apr-21,12/29/2020,Adoption,Offsite,Dog,Spayed Female,3 months,Collie Smooth Mix,Tan/White
A832827,Bailey,4/29/2021 12:02,Apr-21,5/20/2013,Adoption,,Dog,Spayed Female,7 years,Black Mouth Cur,Tan/Black
A829801,River Rose,4/29/2021 12:33,Apr-21,2/23/2019,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White
A831207,Atlas,4/29/2021 15:09,Apr-21,3/24/2019,Adoption,,Dog,Neutered Male,2 years,Pit Bull,Blue/White
A833407,Uzi,4/29/2021 15:38,Apr-21,10/29/2020,Return to Owner,,Dog,Intact Male,5 months,Labrador Retriever,Black
A830082,Smokey,4/29/2021 16:02,Apr-21,1/2/2021,Adoption,,Dog,Spayed Female,3 months,Labrador Retriever Mix,Tricolor
A833275,Vi,4/29/2021 16:44,Apr-21,2/27/2021,Adoption,,Dog,Spayed Female,1 month,Boxer Mix,Red/White
A833385,Zeus,4/29/2021 16:45,Apr-21,4/29/2015,Return to Owner,,Dog,Neutered Male,6 years,Pit Bull,Blue/White
A833348,Jace,4/29/2021 16:47,Apr-21,4/29/2018,Return to Owner,,Dog,Intact Male,3 years,Labrador Retriever Mix,Yellow/White
A833155,,4/29/2021 16:50,Apr-21,4/25/2020,Adoption,,Dog,Neutered Male,1 year,German Shepherd,Black/Tan
A831139,*Pillow,4/29/2021 17:45,Apr-21,3/22/2019,Adoption,,Dog,Spayed Female,2 years,Pointer/Beagle,Brown/White
A830883,*Stanley,4/29/2021 18:21,Apr-21,3/18/2020,Adoption,,Dog,Neutered Male,1 year,German Shepherd,Black/Brown
A829901,*Bodhi,4/30/2021 7:25,Apr-21,2/25/2020,Adoption,Foster,Dog,Neutered Male,1 year,Pit Bull Mix,Brown
A833238,Cairo - Event,4/30/2021 12:35,Apr-21,12/26/2020,Adoption,,Dog,Neutered Male,4 months,Great Pyrenees,White
A833460,Lola,4/30/2021 13:00,Apr-21,12/30/2020,Transfer,Partner,Dog,Intact Female,3 months,Jack Russell Terrier/Chihuahua Longhair,Tan/White
A831947,*Omelette,4/30/2021 13:53,Apr-21,4/5/2020,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever Mix,White
A832954,*Astro,4/30/2021 13:54,Apr-21,1/22/2020,Transfer,Partner,Dog,Neutered Male,1 year,Black Mouth Cur/Labrador Retriever,Tan/White
A832893,Nixie,4/30/2021 13:54,Apr-21,7/21/2020,Transfer,Partner,Dog,Spayed Female,9 months,Australian Kelpie Mix,Brown Brindle
A832271,*Jupiter,4/30/2021 13:54,Apr-21,4/10/2019,Transfer,Partner,Dog,Neutered Male,2 years,German Shepherd,Brown/Black
A832387,Bear,4/30/2021 13:55,Apr-21,4/12/2015,Transfer,Partner,Dog,Neutered Male,6 years,English Springer Spaniel Mix,Black/White
A832581,Icy,4/30/2021 13:56,Apr-21,10/15/2020,Return to Owner,,Dog,Intact Female,6 months,Pit Bull,Black/White
A832758,*Sonata - Event,4/30/2021 13:58,Apr-21,12/19/2020,Adoption,,Dog,Spayed Female,4 months,Collie Smooth Mix,Tan/White
A832964,Rock,4/30/2021 14:04,Apr-21,4/21/2020,Transfer,Partner,Dog,Neutered Male,1 year,Australian Cattle Dog/Pit Bull,Black/White
A832445,Lilah,4/30/2021 14:06,Apr-21,8/13/2020,Transfer,Partner,Dog,Spayed Female,8 months,Pointer/Great Dane,White/Black
A831660,*Aang,4/30/2021 14:16,Apr-21,5/31/2020,Transfer,Partner,Dog,Neutered Male,10 months,German Shepherd/Labrador Retriever,Yellow/Black
A832444,*Moose,4/30/2021 14:16,Apr-21,8/13/2020,Transfer,Partner,Dog,Neutered Male,8 months,Pit Bull/Great Dane,White/Black
A831405,Dotsie,4/30/2021 14:17,Apr-21,3/26/2016,Transfer,Partner,Dog,Neutered Male,5 years,Pointer Mix,Black/White
A833083,*Colonel Sanders - Event,4/30/2021 14:17,Apr-21,4/23/2019,Transfer,Partner,Dog,Neutered Male,2 years,Standard Schnauzer Mix,Brown Brindle/White
A832243,Luna,4/30/2021 14:17,Apr-21,4/9/2020,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever/German Shepherd,Brown/White
A833335,Oso,4/30/2021 15:08,Apr-21,12/29/2019,Return to Owner,,Dog,Intact Male,1 year,Kuvasz Mix,White
A831977,*Raven,4/30/2021 16:30,Apr-21,11/21/2020,Adoption,,Dog,Spayed Female,5 months,Labrador Retriever,Black
A830925,*Birdie,4/30/2021 17:03,Apr-21,3/3/2021,Adoption,,Dog,Spayed Female,1 month,Australian Shepherd Mix,White/Blue Merle
A830653,*Topaz,4/30/2021 17:13,Apr-21,3/13/2019,Adoption,,Dog,Spayed Female,2 years,Doberman Pinsch Mix,Black/Brown
A832901,*Tutti Frutti - Event,4/30/2021 17:37,Apr-21,2/6/2021,Adoption,,Dog,Spayed Female,2 months,Anatol Shepherd Mix,Sable
A833331,Buster,4/30/2021 17:39,Apr-21,4/28/2005,Return to Owner,,Dog,Intact Male,16 years,Dachshund,Black/Brown
A829928,*Tennessee,4/30/2021 17:39,Apr-21,2/26/2019,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Red/White
A810294,Canelo,4/30/2021 17:47,Apr-21,4/10/2019,Return to Owner,,Dog,Intact Male,2 years,Pit Bull/Chinese Sharpei,Brown/White
A833242,,4/30/2021 18:03,Apr-21,4/26/2020,Adoption,,Dog,Spayed Female,1 year,Alaskan Husky Mix,Black/White
A833243,,4/30/2021 18:06,Apr-21,4/26/2020,Adoption,,Dog,Spayed Female,1 year,Alaskan Husky Mix,Black/White
A833094,,4/30/2021 18:12,Apr-21,4/23/2019,Adoption,,Dog,Neutered Male,2 years,Yorkshire Terrier Mix,Tan
A752179,Sammi,5/1/2021 12:19,May-21,6/19/2012,Adoption,,Dog,Spayed Female,8 years,Pit Bull Mix,White/Brown
A737685,Rubi,5/1/2021 12:21,May-21,8/29/2011,Transfer,Snr,Dog,Spayed Female,9 years,Cairn Terrier Mix,Tan
A833025,Monty,5/1/2021 12:25,May-21,4/22/2020,Adoption,,Dog,Neutered Male,1 year,Great Pyrenees,White
A832898,*Rocky Road - Event,5/1/2021 13:11,May-21,2/6/2021,Adoption,Offsite,Dog,Neutered Male,2 months,Anatol Shepherd Mix,Tricolor
A832600,,5/1/2021 13:17,May-21,2/1/2021,Adoption,Offsite,Dog,Spayed Female,2 months,Labrador Retriever Mix,Fawn/Black
A832601,*Daphne - Event,5/1/2021 13:25,May-21,2/1/2021,Adoption,Offsite,Dog,Spayed Female,2 months,Labrador Retriever Mix,Brown/Black
